Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7001","January","LCU","428","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7002","February","LCU","454","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7003","March","LCU","448","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7004","April","LCU","448","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7005","May","LCU","452","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7006","June","LCU","465","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7007","July","LCU","474","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7008","August","LCU","475","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7009","September","LCU","485","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7010","October","LCU","488","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7011","November","LCU","481","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2010","2010","7012","December","LCU","485","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7001","January","LCU","591","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7002","February","LCU","573","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7003","March","LCU","595","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7004","April","LCU","604","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7005","May","LCU","623","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7006","June","LCU","670","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7007","July","LCU","786","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7008","August","LCU","678","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7009","September","LCU","621","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7010","October","LCU","631","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7011","November","LCU","624","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2011","2011","7012","December","LCU","547","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7001","January","LCU","546","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7002","February","LCU","550","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7003","March","LCU","572","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7004","April","LCU","590","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7005","May","LCU","586","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7006","June","LCU","587","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7007","July","LCU","573","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7008","August","LCU","591","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7009","September","LCU","587","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7010","October","LCU","600","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7011","November","LCU","581","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2012","2012","7012","December","LCU","584","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7001","January","LCU","577","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7002","February","LCU","609","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7003","March","LCU","595","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7004","April","LCU","617","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7005","May","LCU","593","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7006","June","LCU","616","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7007","July","LCU","632","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7008","August","LCU","617","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7009","September","LCU","615","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7010","October","LCU","615","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7011","November","LCU","641","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2013","2013","7012","December","LCU","618","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7001","January","LCU","568","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7002","February","LCU","581","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7003","March","LCU","598","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7004","April","LCU","619","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7005","May","LCU","624","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7006","June","LCU","624","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7007","July","LCU","635","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7008","August","LCU","647","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7009","September","LCU","641","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7010","October","LCU","642","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7011","November","LCU","647","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2014","2014","7012","December","LCU","645","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7001","January","LCU","640","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7002","February","LCU","647","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7003","March","LCU","657","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7004","April","LCU","667","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7005","May","LCU","666","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7006","June","LCU","676","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7007","July","LCU","674","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7008","August","LCU","656","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7009","September","LCU","663","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7010","October","LCU","669","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7011","November","LCU","643","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2015","2015","7012","December","LCU","629","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7001","January","LCU","631","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7002","February","LCU","655","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7003","March","LCU","660","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7004","April","LCU","655","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7005","May","LCU","650","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7006","June","LCU","663","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7007","July","LCU","674","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7008","August","LCU","672","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7009","September","LCU","670","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7010","October","LCU","675","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7011","November","LCU","676","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2016","2016","7012","December","LCU","681","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7001","January","LCU","756","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7002","February","LCU","770","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7003","March","LCU","781","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7004","April","LCU","797","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7005","May","LCU","832","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7006","June","LCU","845","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7007","July","LCU","842","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7008","August","LCU","853","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7009","September","LCU","890","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7010","October","LCU","930","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7011","November","LCU","929","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2018","2018","7012","December","LCU","934","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7001","January","LCU","979","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7002","February","LCU","1003","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7003","March","LCU","1009","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7004","April","LCU","1072","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7005","May","LCU","1084","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7006","June","LCU","1093","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7007","July","LCU","1099","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7008","August","LCU","1113","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7009","September","LCU","1123","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7010","October","LCU","1100","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7011","November","LCU","1090","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2019","2019","7012","December","LCU","1109","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7001","January","LCU","1081.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7002","February","LCU","1111.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7003","March","LCU","1134.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7004","April","LCU","1153","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7005","May","LCU","1174.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7006","June","LCU","1163.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7007","July","LCU","1174.3","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7008","August","LCU","1224.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7009","September","LCU","1243.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7010","October","LCU","1315.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7011","November","LCU","1353.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2020","2020","7012","December","LCU","1381.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7001","January","LCU","1395.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7002","February","LCU","1404.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7003","March","LCU","1413.3","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7004","April","LCU","1517.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7005","May","LCU","1627.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7006","June","LCU","1700.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7007","July","LCU","1690.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7008","August","LCU","1708.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7009","September","LCU","1757.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7010","October","LCU","1965","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7011","November","LCU","2072.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2021","2021","7012","December","LCU","2201.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7001","January","LCU","2300.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7002","February","LCU","2946.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7003","March","LCU","3547.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7004","April","LCU","3984.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7005","May","LCU","4951.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7006","June","LCU","5491.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7007","July","LCU","5159.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7008","August","LCU","5272.3","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7009","September","LCU","5178.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7010","October","LCU","5178.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7011","November","LCU","5062.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2022","2022","7012","December","LCU","4959","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7001","January","LCU","5088.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7002","February","LCU","5303.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7003","March","LCU","5351.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7004","April","LCU","5251.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7005","May","LCU","5634","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7006","June","LCU","5605.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7007","July","LCU","5363","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7008","August","LCU","5729.5","A","Official figure"
