Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7009","September","LCU","5747.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7010","October","LCU","5698.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7011","November","LCU","5680.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0112","Maize (corn)","2023","2023","7012","December","LCU","5786.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7001","January","LCU","486","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7002","February","LCU","505","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7003","March","LCU","503","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7004","April","LCU","506","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7005","May","LCU","505","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7006","June","LCU","509","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7007","July","LCU","513","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7008","August","LCU","537","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7009","September","LCU","554","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7010","October","LCU","563","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7011","November","LCU","575","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2010","2010","7012","December","LCU","581","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7001","January","LCU","598","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7002","February","LCU","617","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7003","March","LCU","614","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7004","April","LCU","601","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7005","May","LCU","595","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7006","June","LCU","604","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7007","July","LCU","579","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7008","August","LCU","565","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7009","September","LCU","561","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7010","October","LCU","577","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7011","November","LCU","574","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2011","2011","7012","December","LCU","573","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7001","January","LCU","573","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7002","February","LCU","576","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7003","March","LCU","572","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7004","April","LCU","573","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7005","May","LCU","572","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7006","June","LCU","586","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7007","July","LCU","602","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7008","August","LCU","612","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7009","September","LCU","625","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7010","October","LCU","638","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7011","November","LCU","651","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2012","2012","7012","December","LCU","660","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7001","January","LCU","662","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7002","February","LCU","665","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7003","March","LCU","668","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7004","April","LCU","671","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7005","May","LCU","666","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7006","June","LCU","660","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7007","July","LCU","654","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7008","August","LCU","654","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7009","September","LCU","657","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7010","October","LCU","659","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7011","November","LCU","663","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2013","2013","7012","December","LCU","676","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7001","January","LCU","681","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7002","February","LCU","688","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7003","March","LCU","699","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7004","April","LCU","698","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7005","May","LCU","708","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7006","June","LCU","744","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7007","July","LCU","768","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7008","August","LCU","768","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7009","September","LCU","781","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7010","October","LCU","770","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7011","November","LCU","776","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2014","2014","7012","December","LCU","787","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7001","January","LCU","789","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7002","February","LCU","782","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7003","March","LCU","777","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7004","April","LCU","773","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7005","May","LCU","758","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7006","June","LCU","783","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7007","July","LCU","761","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7008","August","LCU","767","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7009","September","LCU","779","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7010","October","LCU","782","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7011","November","LCU","783","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2015","2015","7012","December","LCU","778","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7001","January","LCU","776","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7002","February","LCU","789","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7003","March","LCU","794","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7004","April","LCU","784","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7005","May","LCU","794","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7006","June","LCU","807","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7007","July","LCU","807","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7008","August","LCU","793","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7009","September","LCU","833","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7010","October","LCU","813","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7011","November","LCU","816","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2016","2016","7012","December","LCU","826","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7001","January","LCU","915","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7002","February","LCU","916","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7003","March","LCU","912","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7004","April","LCU","919","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7005","May","LCU","945","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7006","June","LCU","974","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7007","July","LCU","965","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7008","August","LCU","968","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7009","September","LCU","991","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7010","October","LCU","995","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7011","November","LCU","1030","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2018","2018","7012","December","LCU","1036","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7001","January","LCU","1046","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7002","February","LCU","1086","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7003","March","LCU","1087","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7004","April","LCU","1093","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7005","May","LCU","1175","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7006","June","LCU","1253","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7007","July","LCU","1305","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7008","August","LCU","1329","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7009","September","LCU","1304","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7010","October","LCU","1299","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7011","November","LCU","1295","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2019","2019","7012","December","LCU","1309","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7001","January","LCU","1326.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7002","February","LCU","1337","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7003","March","LCU","1345.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7004","April","LCU","1367.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7005","May","LCU","1470.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7006","June","LCU","1475","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7007","July","LCU","1515.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7008","August","LCU","1554","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7009","September","LCU","1583.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7010","October","LCU","1643.3","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7011","November","LCU","1696.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2020","2020","7012","December","LCU","1704.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7001","January","LCU","1711.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7002","February","LCU","1724.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7003","March","LCU","1724.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7004","April","LCU","1726.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7005","May","LCU","1754.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7006","June","LCU","1975.6","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7007","July","LCU","2016.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7008","August","LCU","2034.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7009","September","LCU","2108","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7010","October","LCU","2239.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7011","November","LCU","2444.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2021","2021","7012","December","LCU","3040.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7001","January","LCU","3016.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7002","February","LCU","3564.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7003","March","LCU","3768.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7004","April","LCU","4280.4","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7005","May","LCU","4556.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7006","June","LCU","6105.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7007","July","LCU","6828.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7008","August","LCU","6811.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7009","September","LCU","6490.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7010","October","LCU","6535.7","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7011","November","LCU","6511.9","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2022","2022","7012","December","LCU","6272.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7001","January","LCU","6662.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7002","February","LCU","6662.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7003","March","LCU","6606","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7004","April","LCU","6584.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7005","May","LCU","6858.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7006","June","LCU","7559","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7007","July","LCU","7831.5","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7008","August","LCU","7905","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7009","September","LCU","7825.2","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7010","October","LCU","7751.1","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7011","November","LCU","7938.8","A","Official figure"
"PP","Producer Prices","792","Türkiye","5530","Producer Price (LCU/tonne)","0111","Wheat","2023","2023","7012","December","LCU","8162.8","A","Official figure"
